Academy,Project Name,Order,Lesson Name,Group,Title,Time,Description
Lower,A Toy’s Story,2,Start with the Toy,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"NOTE: the students will fold paper when the video first says “pause”, so have watercolor paper for them to fold. They will not be drawing or otherwise engaging until the lesson is over.  

Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,A Toy’s Story,2,Start with the Toy,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Lesson 2, A Toy’s Story. "
Lower,A Toy’s Story,2,Start with the Toy,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,A Toy’s Story,2,Start with the Toy,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,A Toy’s Story,2,Start with the Toy,Worktime,FOCUS ON STUDYING AND DRAWING THE OBJECT DETAILS,,"The focus of the class period should be getting student artists to learn how to closely examine their object as they are drawing it. Comment on student artists drawing slowly, as well as those who are noticing unique details of their piece (recording hair or fur and so on). "
Lower,A Toy’s Story,2,Start with the Toy,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,A Toy’s Story,2,Start with the Toy,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"NOTE: the students will fold paper when the video first says “pause”, so have watercolor paper for them to fold. They will not be drawing or otherwise engaging until the lesson is over.  

Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,A Toy’s Story,2,Start with the Toy,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: Lesson 2, A Toy’s Story. "
Upper,A Toy’s Story,2,Start with the Toy,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Upper,A Toy’s Story,2,Start with the Toy,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,A Toy’s Story,2,Start with the Toy,Worktime,FOCUS ON ISOLATING AND COPYING LINE ,,"The focus of the class period should be getting student artists to not feel overwhelmed by a complex image, but instead to reduce it down to single lines that are easy to see and copy. Students having a hard time with this can pair with students who understand and they can work together. Encourage the helpers not to do the work for the other student, but to teach them how to do it for themselves. When talking with the students, try to refer to the drawings in isolated parts—rather than referring to an ‘arm’ refer to the ‘top curved line’. Or the ‘small angled line’. "
Upper,A Toy’s Story,2,Start with the Toy,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 
Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,A Toy’s Story,3,Telling a Story,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 
*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,A Toy’s Story,3,Telling a Story,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: A Toy’s Story, Lesson 3"
Lower,A Toy’s Story,3,Telling a Story,Inspiration,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,A Toy’s Story,3,Telling a Story,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,A Toy’s Story,3,Telling a Story,Worktime,FOCUS ON ADDING DETAILS THAT ILLUSTRATE THEIR IMAGINATIVE PLAY,,"The focus of the class should be on students telling a story through their background, including original details that show what they do in their imagination. Encourage students to use lots of details to tell specific stories. Remind them that everyone’s imagination is different, so every background should be unique. 

Comment on students who are carefully drawing rather than rushing. Notice detail work and comment on it. Approach students and ask them to “tell you about their drawing”. Don’t try to guess student’s stories—allow them to tell you. "
Lower,A Toy’s Story,3,Telling a Story,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,A Toy’s Story,3,Telling a Story,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 
*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,A Toy’s Story,3,Telling a Story,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: A Toy’s Story, Lesson 3"
Upper,A Toy’s Story,3,Telling a Story,Inspiration,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Upper,A Toy’s Story,3,Telling a Story,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,A Toy’s Story,3,Telling a Story,Worktime,FOCUS ON ADDING DETAILS THAT ILLUSTRATE THEIR IMAGINATIVE PLAY,,"The focus of the class should be on students telling a story through their background, including original details that show what they do in their imagination. Encourage students to use lots of details to tell specific stories. Remind them that everyone’s imagination is different, so every background should be unique. 

Comment on students who are carefully drawing rather than rushing. Notice detail work and comment on it. Approach students and ask them to “tell you about their drawing”. Don’t try to guess student’s stories—allow them to tell you. "
Upper,A Toy’s Story,3,Telling a Story,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,A Toy’s Story,4,Marker Techniques,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Lower,A Toy’s Story,4,Marker Techniques,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: A Toy’s Story, Lesson 4"
Lower,A Toy’s Story,4,Marker Techniques,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. In particular: 
Challenge them to define “pattern” (a pattern is something that repeats).
Ask them to describe how to use a marker (gently, without pressing down on its tip). 
Tell students that they will have two days to finish their piece, so if they need to revisit their drawing prior to coloring, they have time to do so. "
Lower,A Toy’s Story,4,Marker Techniques,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,A Toy’s Story,4,Marker Techniques,Worktime,FOCUS ON MINDFULLY WORKING. ,,"Student artists should first outline their drawing with black sharpie (sharpie to keep the lines from bleeding). This will give them clear sections to fill in. After it is outlined, they can choose how to fill in each section, but comment on student artists doing so carefully and thoughtfully rather than scribbling; using the black lines as boundaries between different sections and using different colors or patterns to differentiate. 

Also comment on the variety of patterns or colors being used by students."
Lower,A Toy’s Story,4,Marker Techniques,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Upper,A Toy’s Story,4,Marker Techniques,Inspiration,LOOK AND DISCUSS AN ART PIECE THAT INTRODUCES SOME OF THE LESSON CONCEPTS.,10m,"Project the inspiration image where students can see it. Give students a moment to *study it silently, then begin a **brief discussion with the phrase, “What can we find?”. Paraphrase what students say for the benefit of the class, being careful to remain neutral, then ask “What else can we find?”. 

*Alternately, allow them to draw or write what they notice on a blank piece of paper or in a sketchbook.
**The point of this discussion time is to have students learn and add onto each other’s thoughts. By remaining neutral and simply repeating what students say you allow students to do the heavy mental lifting and also create an environment where there is no wrong answer, fostering creativity and mental risk-taking.  "
Upper,A Toy’s Story,4,Marker Techniques,Introduction,WATCH THE VIDEO INTRODUCTION,5m,"
Watch Video: A Toy’s Story, Lesson 4"
Upper,A Toy’s Story,4,Marker Techniques,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. 
Ask students if they can recall what ‘wash means’. 
 Ask them how they will go about building up colors (light watercolor wash, dry, second watercolor wash).  
Confirm that they should only use one or two colors (see anticipated problems for if they question this). 
Ask them to tell you the difference between painting on a wet surface and painting on a dry surface. (If you paint on a wet surface the paint will fan out and combine, if you paint on a dry surface the line or edge will be crisp.)
Tell students that they will have two days to finish their piece, so if they need to revisit their drawing prior to coloring, they have time to do so. "
Upper,A Toy’s Story,4,Marker Techniques,Worktime,INDEPENDENT,20-25M,The students work independently on their work as the teacher circulates. Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,A Toy’s Story,4,Marker Techniques,Worktime,FOCUS ON MINDFULLY WORKING. ,,"Before students begin working, they should have a plan for what they want to do; they want to be slow and deliberate as they are putting down color. 

Remind students not to overpaint—they should be allowing each layer to dry before adding the next. Conversation should be on student working intentionally and carefully building up layers, ending with the markers. 

Students will finish the first layer of their watercolor, allow it to dry,then work back into it. Students will have this lesson and next to finish it, so there is no rush. Drying stations can be set up with blow-dryers to speed the process along. Alternatively, students can work on the ‘early finishers’ assignment while they wait for their painting to dry. "
Upper,A Toy’s Story,4,Marker Techniques,Clean-up/Presentations,"STUDENTS DISCUSS THE ARTISTIC DECISIONS THAT THEY MADE USING ‘WHAT, HOW, AND WHY” THEN TAKE COMMENTS OR QUESTIONS. ",5-10M,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. The reset of the class can be busy with the presentation. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Choose presenting student artists in advance and let them know during their work time so that they are prepared. Sharing should work as follows:
Student stands in by their work. A teacher should hold it, or place it on an easel. 
The student presents their work, answering What they made, How they made it, and Why they made the decisions that they did. When they are done they ask “Any comments or questions?” and can take responses from the audience. 
A note on responses: it is o.k. if a audience member questions or wants clarification from the artist. It is also o.k. if an audience member makes suggestions. But it must be done in a kind, thoughtful, and respectful way. 
Always end the conversation by asking the class to give the artist a compliment. "
Lower,A Toy’s Story,5,Finishing,Introduction,INSTRUCTIONS: CAREFULLY COMPLETE & ADD ARTIST STATEMENT,5m,"Tell the students that they will have the entire day to color and finish their work. 
Show them the example of ‘finished/unfinished’ work. Ask them to point out the differences. 
Explain to them that when they are finished, they are going to reflect on their work. Explain that part of becoming a better artist is to learn from each artwork. So they are going to celebrate what they did well, but also notice what could be approved upon. Show them the reflection sheet and explain that they will write two stars—or, two things that they like or think they did well with their piece, and one wish—one thing they would change or do differently if they were to redo their piece. "
Lower,A Toy’s Story,5,Finishing,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Lower,A Toy’s Story,5,Finishing,Worktime,INDEPENDENT,25-30M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Lower,A Toy’s Story,5,Finishing,Worktime,FOCUS ON TECHNIQUE AND CAREFUL AND THOUGHTFUL COLORING,,"Students should first outline their drawing with black sharpie (sharpie to keep the lines from bleeding). This will give them clear sections to fill in. After it is outlined, they can choose how to fill in each section, but comment on student artists doing so carefully and thoughtfully rather than scribbling; using the black lines as boundaries between different sections and using different colors or patterns to differentiate. 

Also comment on the variety of patterns or colors being used by students."
Lower,A Toy’ts Story,5,Finishing,Clean-up/Presentations,STUDENTS SHARE THE WORK OF THE ARTIST THEY INTERVIEWED. ,10m,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Have the rest of the class gather close, choose a partner, and interview them about the artistic decisions that they made.
Have students come up and present the work of the person they interviewed. The artist is not allowed to say anything until the end. 
It might be worth setting aside some time to look at all the work their fellow classmates made; whether through a presentation in the hall or setting them out on a table and having a walk through. "
Upper,A Toy’s Story,5,Finishing,Introduction,INSTRUCTIONS: CAREFULLY COMPLETE & ADD ARTIST STATEMENT,5m,"Tell the students that they will have the entire day to color and finish their work. 
Show them the example of ‘finished/unfinished’ work & ask them to point out the differences. 
Explain to them that when they are finished, they can begin working on an artist statement. An artist statement is something that an artist writes that can tell his or her viewer important information about his or her artwork if he or she is not there to explain it in person. Show them the artist statement sheet and give them an example. "
Upper,A Toy’s Story,5,Finishing,Introduction,CHECK FOR UNDER-STANDING,,"Check for understanding by asking, “Who was listening closely that can sum up what we are doing today?” Make sure that student artists can list all the steps and clarify anything that needs clarifying. "
Upper,A Toy’s Story,5,Finishing,Worktime,INDEPENDENT,25-30M,The students work independently on their work as the teacher circulates.  Foster strong work habits by commenting on student artists who are focused on their work as well as student artist who seems be pushing themselves to try new things.
Upper,A Toy’s Story,5,Finishing,Worktime,FOCUS ON TECHNIQUE AND CAREFUL AND THOUGHTFUL COLORING,,"Encourage them to cover up all the white areas before moving on to details. Ask them about the decisions that they are making to make them aware of focused artistic decisions; i.e, “Why did you decide to use a short, diagonal line pattern?” or “I’m noticing your color choices! How did you decide on them?” Keep the observations neutral and let the artists take it from there. "
Upper,A Toy’s Story,5,Finishing,Clean-up/Presentations,STUDENTS SHARE THE WORK OF THE ARTIST THEY INTERVIEWED. ,10m,"Depending on the teacher’s style of classroom management, it might be helpful to only choose and train a few kids to clean. Make sure to train these helpers well in advance so that you aren’t left with a messy room. 

Clean-up times will vary with materials; get to know your class and allow 5-10 minutes depending on how efficient they are and whether or not the material was messy. 

Have the rest of the class gather close, choose a partner, and interview them about the artistic decisions that they made.
Have students come up and present the work of the person they interviewed. The artist is not allowed to say anything until the end. 
It might be worth setting aside some time to look at all the work their fellow classmates made; whether through a presentation in the hall or setting them out on a table and having a walk through. "
